"TIME","GEO","UNIT","SEX","AGE","Value","Flag and Footnotes"
"2020W03","Slovenia","Number","Total","From 75 to 79 years","58","p"
"2020W03","Slovenia","Number","Total","From 80 to 84 years","63","p"
"2020W03","Slovenia","Number","Total","From 85 to 89 years","101","p"
"2020W03","Slovenia","Number","Total","90 years or over","90","p"
"2020W03","Slovakia","Number","Total","Total","1,086","p"
"2020W03","Slovakia","Number","Total","From 75 to 79 years","130","p"
"2020W03","Slovakia","Number","Total","From 80 to 84 years","132","p"
"2020W03","Slovakia","Number","Total","From 85 to 89 years","174","p"
"2020W03","Slovakia","Number","Total","90 years or over","100","p"
"2020W03","Finland","Number","Total","Total","1,059","p"
"2020W03","Finland","Number","Total","From 75 to 79 years","119","p"
"2020W03","Finland","Number","Total","From 80 to 84 years","156","p"
"2020W03","Finland","Number","Total","From 85 to 89 years","203","p"
"2020W03","Finland","Number","Total","90 years or over","239","p"
"2020W03","Sweden","Number","Total","Total","1,828","p"
"2020W03","Sweden","Number","Total","From 75 to 79 years","226","p"
"2020W03","Sweden","Number","Total","From 80 to 84 years","285","p"
"2020W03","Sweden","Number","Total","From 85 to 89 years","370","p"
"2020W03","Sweden","Number","Total","90 years or over","480","p"
"2020W03","United Kingdom","Number","Total","Total","14,696","p"
"2020W03","United Kingdom","Number","Total","From 75 to 79 years","1,839","p"
"2020W03","United Kingdom","Number","Total","From 80 to 84 years","2,375","p"
"2020W03","United Kingdom","Number","Total","From 85 to 89 years","2,712","p"
"2020W03","United Kingdom","Number","Total","90 years or over","3,237","p"
"2020W03","Iceland","Number","Total","Total","52","p"
"2020W03","Iceland","Number","Total","From 75 to 79 years","4","p"
"2020W03","Iceland","Number","Total","From 80 to 84 years","8","p"
"2020W03","Iceland","Number","Total","From 85 to 89 years","10","p"
"2020W03","Iceland","Number","Total","90 years or over","15","p"
"2020W03","Liechtenstein","Number","Total","Total","5","p"
"2020W03","Liechtenstein","Number","Total","From 75 to 79 years","2","p"
"2020W03","Liechtenstein","Number","Total","From 80 to 84 years","0","p"
"2020W03","Liechtenstein","Number","Total","From 85 to 89 years","2","p"
"2020W03","Liechtenstein","Number","Total","90 years or over","0","p"
"2020W03","Norway","Number","Total","Total","836","p"
"2020W03","Norway","Number","Total","From 75 to 79 years","90","p"
"2020W03","Norway","Number","Total","From 80 to 84 years","129","p"
"2020W03","Norway","Number","Total","From 85 to 89 years","179","p"
"2020W03","Norway","Number","Total","90 years or over","192","p"
"2020W03","Switzerland","Number","Total","Total","1,409","p"
"2020W03","Switzerland","Number","Total","From 75 to 79 years","137","p"
"2020W03","Switzerland","Number","Total","From 80 to 84 years","194","p"
"2020W03","Switzerland","Number","Total","From 85 to 89 years","272","p"
"2020W03","Switzerland","Number","Total","90 years or over","448","p"
"2020W03","Montenegro","Number","Total","Total","144","p"
"2020W03","Montenegro","Number","Total","From 75 to 79 years","25","p"
"2020W03","Montenegro","Number","Total","From 80 to 84 years","31","p"
"2020W03","Montenegro","Number","Total","From 85 to 89 years","15","p"
"2020W03","Montenegro","Number","Total","90 years or over","15","p"
"2020W03","Albania","Number","Total","Total","461","p"
"2020W03","Albania","Number","Total","From 75 to 79 years","59","p"
"2020W03","Albania","Number","Total","From 80 to 84 years","91","p"
"2020W03","Albania","Number","Total","From 85 to 89 years","83","p"
"2020W03","Albania","Number","Total","90 years or over","74","p"
"2020W03","Serbia","Number","Total","Total","2,243","p"
"2020W03","Serbia","Number","Total","From 75 to 79 years","301","p"
"2020W03","Serbia","Number","Total","From 80 to 84 years","431","p"
"2020W03","Serbia","Number","Total","From 85 to 89 years","359","p"
"2020W03","Serbia","Number","Total","90 years or over","200","p"
"2020W04","Belgium","Number","Total","Total","2,197","p"
"2020W04","Belgium","Number","Total","From 75 to 79 years","222","p"
"2020W04","Belgium","Number","Total","From 80 to 84 years","341","p"
"2020W04","Belgium","Number","Total","From 85 to 89 years","446","p"
"2020W04","Belgium","Number","Total","90 years or over","516","p"
"2020W04","Bulgaria","Number","Total","Total","2,391","p"
"2020W04","Bulgaria","Number","Total","From 75 to 79 years","322","p"
"2020W04","Bulgaria","Number","Total","From 80 to 84 years","350","p"
"2020W04","Bulgaria","Number","Total","From 85 to 89 years","409","p"
"2020W04","Bulgaria","Number","Total","90 years or over","252","p"
"2020W04","Czechia","Number","Total","Total","2,334","p"
"2020W04","Czechia","Number","Total","From 75 to 79 years","351","p"
"2020W04","Czechia","Number","Total","From 80 to 84 years","343","p"
"2020W04","Czechia","Number","Total","From 85 to 89 years","381","p"
"2020W04","Czechia","Number","Total","90 years or over","332","p"
"2020W04","Denmark","Number","Total","Total","1,032","p"
"2020W04","Denmark","Number","Total","From 75 to 79 years","153","p"
"2020W04","Denmark","Number","Total","From 80 to 84 years","156","p"
"2020W04","Denmark","Number","Total","From 85 to 89 years","153","p"
"2020W04","Denmark","Number","Total","90 years or over","213","p"
"2020W04","Germany (until 1990 former territory of the FRG)","Number","Total","Total","18,933","p"
"2020W04","Germany (until 1990 former territory of the FRG)","Number","Total","From 75 to 79 years",":",""
"2020W04","Germany (until 1990 former territory of the FRG)","Number","Total","From 80 to 84 years","3,680","p"
"2020W04","Germany (until 1990 former territory of the FRG)","Number","Total","From 85 to 89 years","3,477","p"
"2020W04","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","3,778","p"
"2020W04","Estonia","Number","Total","Total","300","p"
"2020W04","Estonia","Number","Total","From 75 to 79 years","33","p"
"2020W04","Estonia","Number","Total","From 80 to 84 years","46","p"
"2020W04","Estonia","Number","Total","From 85 to 89 years","68","p"
"2020W04","Estonia","Number","Total","90 years or over","47","p"
"2020W04","Greece","Number","Total","Total","2,773","p"
"2020W04","Greece","Number","Total","From 75 to 79 years","278","p"
"2020W04","Greece","Number","Total","From 80 to 84 years","481","p"
"2020W04","Greece","Number","Total","From 85 to 89 years","631","p"
"2020W04","Greece","Number","Total","90 years or over","639","p"
"2020W04","Spain","Number","Total","Total","9,610","e"
"2020W04","Spain","Number","Total","From 75 to 79 years","981","e"
"2020W04","Spain","Number","Total","From 80 to 84 years","1,426","e"
"2020W04","Spain","Number","Total","From 85 to 89 years","2,174","e"
"2020W04","Spain","Number","Total","90 years or over","2,476","e"
"2020W04","France","Number","Total","Total","12,580","p"
"2020W04","France","Number","Total","From 75 to 79 years","1,074","p"
"2020W04","France","Number","Total","From 80 to 84 years","1,511","p"
"2020W04","France","Number","Total","From 85 to 89 years","2,270","p"
"2020W04","France","Number","Total","90 years or over","4,036","p"
"2020W04","Croatia","Number","Total","Total","1,132","p"
"2020W04","Croatia","Number","Total","From 75 to 79 years","150","p"
"2020W04","Croatia","Number","Total","From 80 to 84 years","234","p"
"2020W04","Croatia","Number","Total","From 85 to 89 years","196","p"
"2020W04","Croatia","Number","Total","90 years or over","144","p"
"2020W04","Italy","Number","Total","Total","13,861","p"
"2020W04","Italy","Number","Total","From 75 to 79 years","1,521","p"
"2020W04","Italy","Number","Total","From 80 to 84 years","2,338","p"
"2020W04","Italy","Number","Total","From 85 to 89 years","3,011","p"
"2020W04","Italy","Number","Total","90 years or over","3,754","p"
"2020W04","Cyprus","Number","Total","Total","155","p"
"2020W04","Cyprus","Number","Total","From 75 to 79 years","19","p"
"2020W04","Cyprus","Number","Total","From 80 to 84 years","30","p"
"2020W04","Cyprus","Number","Total","From 85 to 89 years","26","p"
"2020W04","Cyprus","Number","Total","90 years or over","29","p"
"2020W04","Latvia","Number","Total","Total","553","p"
"2020W04","Latvia","Number","Total","From 75 to 79 years","79","p"
"2020W04","Latvia","Number","Total","From 80 to 84 years","90","p"
"2020W04","Latvia","Number","Total","From 85 to 89 years","95","p"
"2020W04","Latvia","Number","Total","90 years or over","73","p"
"2020W04","Lithuania","Number","Total","Total","784","p"
"2020W04","Lithuania","Number","Total","From 75 to 79 years","92","p"
"2020W04","Lithuania","Number","Total","From 80 to 84 years","145","p"
"2020W04","Lithuania","Number","Total","From 85 to 89 years","128","p"
"2020W04","Lithuania","Number","Total","90 years or over","121","p"
"2020W04","Luxembourg","Number","Total","Total","87","p"
"2020W04","Luxembourg","Number","Total","From 75 to 79 years","12","p"
"2020W04","Luxembourg","Number","Total","From 80 to 84 years","12","p"
"2020W04","Luxembourg","Number","Total","From 85 to 89 years","15","p"
"2020W04","Luxembourg","Number","Total","90 years or over","18","p"
"2020W04","Hungary","Number","Total","Total","2,720","p"
"2020W04","Hungary","Number","Total","From 75 to 79 years","384","p"
"2020W04","Hungary","Number","Total","From 80 to 84 years","413","p"
"2020W04","Hungary","Number","Total","From 85 to 89 years","430","p"
"2020W04","Hungary","Number","Total","90 years or over","283","p"
"2020W04","Malta","Number","Total","Total","88","p"
"2020W04","Malta","Number","Total","From 75 to 79 years","8","p"
"2020W04","Malta","Number","Total","From 80 to 84 years","15","p"
"2020W04","Malta","Number","Total","From 85 to 89 years","11","p"
"2020W04","Malta","Number","Total","90 years or over","22","p"
"2020W04","Netherlands","Number","Total","Total","3,046","p"
"2020W04","Netherlands","Number","Total","From 75 to 79 years","383","p"
"2020W04","Netherlands","Number","Total","From 80 to 84 years","463","p"
"2020W04","Netherlands","Number","Total","From 85 to 89 years","531","p"
"2020W04","Netherlands","Number","Total","90 years or over","764","p"
"2020W04","Austria","Number","Total","Total","1,780","p"
"2020W04","Austria","Number","Total","From 75 to 79 years","266","p"
"2020W04","Austria","Number","Total","From 80 to 84 years","249","p"
"2020W04","Austria","Number","Total","From 85 to 89 years","333","p"
"2020W04","Austria","Number","Total","90 years or over","404","p"
"2020W04","Poland","Number","Total","Total","8,015","p"
"2020W04","Poland","Number","Total","From 75 to 79 years","785","p"
"2020W04","Poland","Number","Total","From 80 to 84 years","1,081","p"
"2020W04","Poland","Number","Total","From 85 to 89 years","1,221","p"
"2020W04","Poland","Number","Total","90 years or over","1,378","p"
"2020W04","Portugal","Number","Total","Total","2,662","p"
"2020W04","Portugal","Number","Total","From 75 to 79 years","309","p"
"2020W04","Portugal","Number","Total","From 80 to 84 years","464","p"
"2020W04","Portugal","Number","Total","From 85 to 89 years","556","p"
"2020W04","Portugal","Number","Total","90 years or over","622","p"
"2020W04","Romania","Number","Total","Total","5,301","p"
"2020W04","Romania","Number","Total","From 75 to 79 years","675","p"
"2020W04","Romania","Number","Total","From 80 to 84 years","914","p"
"2020W04","Romania","Number","Total","From 85 to 89 years","781","p"
"2020W04","Romania","Number","Total","90 years or over","547","p"
"2020W04","Slovenia","Number","Total","Total","454","p"
"2020W04","Slovenia","Number","Total","From 75 to 79 years","51","p"
"2020W04","Slovenia","Number","Total","From 80 to 84 years","82","p"
"2020W04","Slovenia","Number","Total","From 85 to 89 years","85","p"
"2020W04","Slovenia","Number","Total","90 years or over","99","p"
"2020W04","Slovakia","Number","Total","Total","1,105","p"
"2020W04","Slovakia","Number","Total","From 75 to 79 years","151","p"
"2020W04","Slovakia","Number","Total","From 80 to 84 years","148","p"
"2020W04","Slovakia","Number","Total","From 85 to 89 years","160","p"
"2020W04","Slovakia","Number","Total","90 years or over","123","p"
"2020W04","Finland","Number","Total","Total","1,038","p"
"2020W04","Finland","Number","Total","From 75 to 79 years","117","p"
"2020W04","Finland","Number","Total","From 80 to 84 years","160","p"
"2020W04","Finland","Number","Total","From 85 to 89 years","161","p"
"2020W04","Finland","Number","Total","90 years or over","239","p"
"2020W04","Sweden","Number","Total","Total","1,730","p"
"2020W04","Sweden","Number","Total","From 75 to 79 years","236","p"
"2020W04","Sweden","Number","Total","From 80 to 84 years","299","p"
"2020W04","Sweden","Number","Total","From 85 to 89 years","317","p"
"2020W04","Sweden","Number","Total","90 years or over","422","p"
"2020W04","United Kingdom","Number","Total","Total","13,402","p"
"2020W04","United Kingdom","Number","Total","From 75 to 79 years","1,669","p"
"2020W04","United Kingdom","Number","Total","From 80 to 84 years","2,106","p"
"2020W04","United Kingdom","Number","Total","From 85 to 89 years","2,455","p"
"2020W04","United Kingdom","Number","Total","90 years or over","2,922","p"
"2020W04","Iceland","Number","Total","Total","55","p"
"2020W04","Iceland","Number","Total","From 75 to 79 years","3","p"
"2020W04","Iceland","Number","Total","From 80 to 84 years","11","p"
"2020W04","Iceland","Number","Total","From 85 to 89 years","10","p"
"2020W04","Iceland","Number","Total","90 years or over","15","p"
"2020W04","Liechtenstein","Number","Total","Total","8","p"
"2020W04","Liechtenstein","Number","Total","From 75 to 79 years","3","p"
"2020W04","Liechtenstein","Number","Total","From 80 to 84 years","0","p"
"2020W04","Liechtenstein","Number","Total","From 85 to 89 years","2","p"
"2020W04","Liechtenstein","Number","Total","90 years or over","1","p"
"2020W04","Norway","Number","Total","Total","862","p"
"2020W04","Norway","Number","Total","From 75 to 79 years","104","p"
"2020W04","Norway","Number","Total","From 80 to 84 years","139","p"
"2020W04","Norway","Number","Total","From 85 to 89 years","150","p"
"2020W04","Norway","Number","Total","90 years or over","219","p"
"2020W04","Switzerland","Number","Total","Total","1,412","p"
"2020W04","Switzerland","Number","Total","From 75 to 79 years","160","p"
"2020W04","Switzerland","Number","Total","From 80 to 84 years","181","p"
"2020W04","Switzerland","Number","Total","From 85 to 89 years","279","p"
"2020W04","Switzerland","Number","Total","90 years or over","413","p"
